sample_name	age	bmi	sex	race	title	updrs	height	weight	cage_id	cohoused	genotype	hy_stage	latitude	pd_class	age_units	elevation	env_biome	longitude	cage_mates	host_taxid	life_stage	description	env_feature	env_package	medications	sample_type	alt_pd_class	donor_status	env_material	geo_loc_name	mice_in_cage	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	disease_status	fecal_donor_id	host_body_site	pd_class_score	sem_group_beam	anonymized_name	hind_limb_score	host_subject_id	mean_group_beam	scientific_name	disease_duration	host_body_habitat	host_body_product	day_post_transplant	sem_group_pole_time	collection_timestamp	fecal_pellets_15_min	host_scientific_name	mean_group_pole_time	constipation_duration	constipation_severity	constipation_re_diagnosis	sem_adhesive_removal_time	mean_adhesive_removal_time	physical_specimen_location	physical_specimen_remaining	qiita_study_id
10483.recip.467.WT.PD3.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c45	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	541	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	2	not provided	A62	not provided	540	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	01/18/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.389.WT.HC2.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c31	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	437	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_108a	uberon:feces	2	not provided	C16	not provided	435	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/30/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.401.ASO.HC2.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c34	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	455	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_11	uberon:feces	3	not provided	C20	not provided	454	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/30/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.387.WT.PD2.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0332	c26	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	400	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_008	uberon:feces	2	1.079	C74	0	401	6.399	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.3887	12/17/2015 10:00	5	mus musculus	5.465	not provided	not provided	not provided	0.9276	5.573	UCSDMI	TRUE	10483
10483.recip.536.ASO.PD4.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0348	c49	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	549	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	3	0.4272	D31	0	547	3.536	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.5908	03/07/2016 10:00	5	mus musculus	5.265	not provided	not provided	not provided	0.2015	1.718	UCSDMI	TRUE	10483
10483.recip.536.ASO.PD4.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c48	false	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	1	not provided	C45	not provided	545	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	02/01/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.630.ASO.PD5.D14	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c67	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	620, 621	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	3	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_058	uberon:feces	2	not provided	F4	not provided	618	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	02/22/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.537.WT.PD4.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0229	c50	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	546	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	4	1.446	D32	2	548	8.047	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.264	03/07/2016 10:00	5	mus musculus	14.38	not provided	not provided	not provided	1.41	4.969	UCSDMI	TRUE	10483
10483.recip.635.ASO.HC5.D49	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c80	false	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	elp_035	uberon:feces	2	not provided	F60	not provided	642	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	02/22/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.460.WT.HC3.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0312	c43	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	538	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	3	0.4272	D22	0	537	3.536	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.5908	03/07/2016 10:00	3	mus musculus	5.265	not provided	not provided	not provided	0.2015	1.718	UCSDMI	TRUE	10483
10483.BLANK7.6E	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.6E	not applicable	BLANK7.6E	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.456.ASO.HC3.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c40	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	466	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_11	uberon:feces	4	not provided	B45	not provided	465	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	11/23/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.543.ASO.HC4.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c50	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	547	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	3	not provided	A71	not provided	549	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	01/18/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.402.ASO.PD2.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c33	false	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_11	uberon:feces	4	not provided	A41	not provided	452	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	11/16/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.325.ASO.PD1.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c28	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	412	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_008	uberon:feces	2	not provided	C12	not provided	411	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/19/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.465.ASO.PD3.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c45	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	541	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	2	not provided	C40	not provided	540	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	02/01/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.634.WT.HC5.D49	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c69	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	618, 621	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	3	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_058	uberon:feces	2	not provided	F6	not provided	620	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	02/22/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.411.ASO.HC2.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0285	c31	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	437	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_108a	uberon:feces	2	1.0357	D1	2	435	5.753	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.781	01/04/2016 10:00	4	mus musculus	11.75	not provided	not provided	not provided	0.5442	3.05	UCSDMI	TRUE	10483
10483.recip.548.ASO.PD4.D21	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0334	c16	true	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	314	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_200a	uberon:feces	1	0.4336	C56	0	315	3.053	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.425	11/12/2015 10:00	7	mus musculus	5.007	not provided	not provided	not provided	0.3446	1.554	UCSDMI	TRUE	10483
10483.recip.463.WT.PD3.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0295	c45	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	540	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	2	0.5507	D25	1	541	5.349	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.294	03/07/2016 10:00	1	mus musculus	9.737	not provided	not provided	not provided	0.7689	4.153	UCSDMI	TRUE	10483
10483.recip.635.ASO.HC5.D7	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c72	true	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	625	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_058	uberon:feces	1	not provided	F28	not provided	624	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	02/29/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.642.ASO.HC6.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0322	c83	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	647	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_3	uberon:feces	4	0.4787	G32	1	648	5.311	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	4.11	04/04/2016 10:00	0	mus musculus	18.92	not provided	not provided	not provided	0.7391	4.104	UCSDMI	TRUE	10483
